transaction_id,customer_id,date,description,payee,amount,channel,category,region
C007-T041,C007,2026-04-05T11:18:36,Dining purchase at Cloud Bistro,Cloud Bistro,105.62,card,dining,home_region
C007-T004,C007,2026-04-05T15:31:20,Groceries purchase at Metro Grocery,Metro Grocery,122.7,online,groceries,home_region
C007-T042,C007,2026-04-05T17:31:49,Health purchase at River Pharmacy,River Pharmacy,104.69,online,health,home_region
C007-T047,C007,2026-04-06T15:47:05,Transport purchase at City Transit,City Transit,74.72,online,transport,home_region
C007-T022,C007,2026-04-09T09:15:31,Transport purchase at City Transit,City Transit,77.73,card,transport,home_region
C007-T066,C007,2026-04-10T12:11:01,Utilities purchase at Orbit Telecom,Orbit Telecom,86.82,card,utilities,home_region
C007-T056,C007,2026-04-14T15:35:47,Health purchase at River Pharmacy,River Pharmacy,20.5,card,health,home_region
C007-T003,C007,2026-04-17T14:28:04,Transport purchase at City Transit,City Transit,61.18,online,transport,home_region
C007-T026,C007,2026-04-19T19:25:05,Fuel purchase at North Fuel,North Fuel,44.63,ach,fuel,home_region
C007-T059,C007,2026-04-24T20:08:05,Utilities purchase at Orbit Telecom,Orbit Telecom,24.17,ach,utilities,home_region
C007-T009,C007,2026-04-27T08:27:12,Fuel purchase at North Fuel,North Fuel,124.44,ach,fuel,home_region
C007-T005,C007,2026-04-28T18:42:44,Utilities purchase at Orbit Telecom,Orbit Telecom,120.21,online,utilities,home_region
C007-T024,C007,2026-05-01T20:04:01,Transport purchase at City Transit,City Transit,9.82,card,transport,home_region
C007-T014,C007,2026-05-03T09:14:24,Transport purchase at City Transit,City Transit,104.46,card,transport,home_region
C007-T065,C007,2026-05-03T16:50:31,Utilities purchase at Orbit Telecom,Orbit Telecom,128.47,online,utilities,home_region
C007-T027,C007,2026-05-11T11:51:09,Utilities purchase at Orbit Telecom,Orbit Telecom,59.58,online,utilities,home_region
C007-T031,C007,2026-05-13T20:52:46,Dining purchase at Cloud Bistro,Cloud Bistro,30.04,card,dining,home_region
C007-T064,C007,2026-05-15T11:40:51,Groceries purchase at Metro Grocery,Metro Grocery,138.6,online,groceries,home_region
C007-T052,C007,2026-05-18T13:49:13,Retail purchase at Bright Fitness,Bright Fitness,48.7,ach,retail,home_region
C007-T063,C007,2026-05-21T15:03:05,Dining purchase at Cloud Bistro,Cloud Bistro,58.56,ach,dining,home_region
C007-T007,C007,2026-05-21T17:08:36,Retail purchase at Bright Fitness,Bright Fitness,112.06,online,retail,home_region
C007-T072,C007,2026-05-25T03:20:00,Rapid vendor settlement,QuickSpan Logistics,190,wire,logistics,overseas_region
C007-T073,C007,2026-05-25T03:21:00,Rapid vendor settlement,QuickSpan Logistics,205,wire,logistics,overseas_region
C007-T071,C007,2026-05-26T01:15:00,Urgent treasury movement,Helios Treasury Desk,3200.0,wire,treasury,overseas_region
C007-T074,C007,2026-05-26T03:22:00,Rapid vendor settlement,QuickSpan Logistics,220,wire,logistics,overseas_region
C007-T035,C007,2026-05-27T18:46:07,Health purchase at River Pharmacy,River Pharmacy,105.78,card,health,home_region
